date,time,s-ip,cs-method,cs-uri-stem,cs-uri-query,s-port,cs-username,c-ip,cs(User-Agent),sc-status,sc-substatus,sc-win32-status
2017-07-01,5:17:11,10.0.0.1,GET,/index.html,-,80,-,173.33.59.99,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.24 Safari/535.1",200,0,0
2017-07-01,21:50:28,10.0.0.2,POST,/help.html,-,80,-,241.211.100.197,"Mozilla/5.0 (Windows; U; Windows NT 6.1; ko-KR) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",200,0,0
2017-07-01,17:47:20,10.0.0.1,GET,/products.html,-,80,-,130.208.252.40,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Ubuntu/11.04 Chromium/13.0.782.41 Chrome/13.0.782.41 Safari/535.1",200,0,0
2017-07-01,13:23:43,10.0.0.1,GET,/index.html,-,80,-,210.13.37.33,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.13 (KHTML, like Gecko) Chrome/24.0.1290.1 Safari/537.13",200,0,0
2017-07-01,4:07:33,10.0.0.2,POST,/login.html,-,80,-,17.173.23.24,"Mozilla/5.0 ArchLinux (X11; U; Linux x86_64; en-US) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30",200,0,0
2017-07-01,18:27:19,10.0.0.1,GET,/login.html,-,80,-,224.157.29.9,Mozilla/5.0 (Windows NT 6.1; rv:15.0) Gecko/20120716 Firefox/15.0a2,200,0,0
2017-07-01,23:06:35,10.0.0.1,POST,/index.html,-,80,-,88.240.39.144,"Mozilla/5.0 (Windows; U; Windows NT 6.1; ja-JP) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",200,0,0
2017-07-01,23:27:00,10.0.0.1,GET,/products.html,-,80,-,243.200.10.7,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1061.0 Safari/536.3",200,0,0
2017-07-01,17:28:27,10.0.0.2,POST,/index.html,-,80,-,200.13.37.32,"Mozilla/5.0 (X11; FreeBSD i386) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",200,0,0
2017-07-01,3:00:23,10.0.0.1,POST,/index.html,-,80,-,160.254.223.79,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/22.0.1207.1 Safari/537.1",200,0,0
2017-07-01,14:49:13,10.0.0.1,GET,/index.html,-,80,-,172.36.148.104,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/534.21 (KHTML, like Gecko) Chrome/11.0.678.0 Safari/534.21",200,0,0
2017-07-01,4:18:24,10.0.0.2,GET,/products.html,-,80,-,109.40.79.102,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.30 (KHTML, like Gecko) Ubuntu/10.04 Chromium/12.0.742.112 Chrome/12.0.742.112 Safari/534.30",200,0,0
2017-07-01,16:47:21,10.0.0.2,POST,/index.html,-,80,-,210.13.37.33,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1309.0 Safari/537.17",200,0,0
2017-07-01,15:33:58,10.0.0.2,POST,/index.html,-,80,-,210.13.37.33,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; en-au) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",200,0,0
2017-07-01,1:00:32,10.0.0.1,POST,/index.html,-,80,-,79.12.12.248,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1062.0 Safari/536.3",200,0,0
2017-07-01,20:39:37,10.0.0.2,POST,/index.html,-,80,-,200.13.37.41,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11",200,0,0
2017-07-01,13:35:43,10.0.0.2,POST,/index.html,-,80,-,210.13.37.33,Mozilla/5.0 (Windows NT 6.1; rv:14.0) Gecko/20120405 Firefox/14.0a1,200,0,0
2017-07-01,9:16:27,10.0.0.1,GET,/help.html,-,80,-,252.248.129.189,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.824.0 Safari/535.1",200,0,0
2017-07-01,0:03:23,10.0.0.2,POST,/help.html,-,80,-,173.183.251.17,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.30 (KHTML, like Gecko) Ubuntu/10.04 Chromium/12.0.742.112 Chrome/12.0.742.112 Safari/534.30",200,0,0
2017-07-01,3:05:36,10.0.0.1,GET,/help.html,-,80,-,34.222.126.184,"Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.107 Safari/535.1",200,0,0
2017-07-01,6:02:47,10.0.0.2,POST,/index.html,-,80,-,84.76.42.245,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Ubuntu/11.04 Chromium/15.0.871.0 Chrome/15.0.871.0 Safari/535.2",200,0,0
2017-07-01,23:49:34,10.0.0.1,POST,/products.html,-,80,-,244.65.63.127,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; tr) AppleWebKit/528.4+ (KHTML, like Gecko) Version/4.0dp1 Safari/526.11.2",200,0,0
2017-07-01,13:44:21,10.0.0.1,POST,/index.html,-,80,-,210.174.95.124,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.11 (KHTML, like Gecko) Ubuntu/11.10 Chromium/17.0.963.65 Chrome/17.0.963.65 Safari/535.11",200,0,0
2017-07-01,3:18:01,10.0.0.1,POST,/products.html,-,80,-,133.144.180.199,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_4; en-gb) AppleWebKit/528.4+ (KHTML, like Gecko) Version/4.0dp1 Safari/526.11.2",200,0,0
2017-07-01,7:35:21,10.0.0.1,POST,/products.html,-,80,-,51.114.103.255,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.17 Safari/537.36",200,0,0
2017-07-01,7:51:26,10.0.0.2,POST,/help.html,-,80,-,136.198.153.152,"Mozilla/5.0 (Windows; U; Windows NT 5.1; zh-TW) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",200,0,0
2017-07-01,15:34:29,10.0.0.1,POST,/index.html,-,80,-,82.116.207.224,"Mozilla/5.0 (Windows; U; Windows NT 6.1; sv-SE) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",200,0,0
2017-07-01,10:56:43,10.0.0.2,GET,/help.html,-,80,-,237.22.34.193,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.113 Safari/534.30",200,0,0
2017-07-01,8:25:20,10.0.0.2,POST,/products.html,-,80,-,18.22.218.173,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Ubuntu/11.04 Chromium/14.0.803.0 Chrome/14.0.803.0 Safari/535.1",200,0,0
2017-07-01,19:25:09,10.0.0.2,GET,/index.html,-,80,-,210.120.179.163,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.17 Safari/537.11",200,0,0
2017-07-01,12:20:14,10.0.0.1,POST,/help.html,-,80,-,90.255.1.100,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.220 Safari/535.1",200,0,0
2017-07-01,13:37:28,10.0.0.2,GET,/index.html,-,80,-,176.224.51.144,Mozilla/5.0 (X11; Ubuntu; Linux armv7l; rv:17.0) Gecko/20100101 Firefox/17.0,200,0,0
2017-07-01,2:55:30,10.0.0.1,POST,/index.html,-,80,-,25.222.128.131,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.24 Safari/535.1",200,0,0
2017-07-01,9:03:49,10.0.0.2,POST,/products.html,-,80,-,160.213.233.212,Mozilla/5.0 (Windows NT 6.2; Win64; x64;) Gecko/20100101 Firefox/20.0,200,0,0
2017-07-01,1:50:39,10.0.0.2,GET,/products.html,-,80,-,230.73.180.188,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.2309.372 Safari/537.36",200,0,0
2017-07-01,0:34:29,10.0.0.1,POST,/login.html,-,80,-,165.122.71.107,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; ja-jp) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",200,0,0
2017-07-01,12:05:00,10.0.0.2,POST,/index.html,-,80,-,79.122.127.51,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; de-de) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",200,0,0
2017-07-01,2:29:23,10.0.0.1,GET,/login.html,-,80,-,120.252.85.188,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_4) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.112 Safari/534.30",200,0,0
2017-07-01,6:55:10,10.0.0.1,GET,/login.html,-,80,-,44.228.161.13,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_4; th-th) AppleWebKit/533.17.8 (KHTML, like Gecko) Version/5.0.1 Safari/533.17.8",200,0,0
2017-07-01,10:43:20,10.0.0.1,GET,/login.html,-,80,-,243.200.10.4,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.30 (KHTML, like Gecko) Slackware/Chrome/12.0.742.100 Safari/534.30",200,0,0
2017-07-01,21:17:55,10.0.0.2,POST,/products.html,-,80,-,174.80.110.221,"Mozilla/5.0 (Windows; U; Windows NT 6.0; ja-JP) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",200,0,0
2017-07-01,19:53:36,10.0.0.1,GET,/login.html,-,80,-,104.59.43.222,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.53 Safari/534.30",200,0,0
2017-07-01,3:20:59,10.0.0.1,GET,/products.html,-,80,-,90.255.1.100,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.803.0 Safari/535.1",200,0,0
2017-07-01,3:33:26,10.0.0.1,GET,/products.html,-,80,-,234.130.67.202,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.8 (KHTML, like Gecko) Chrome/17.0.940.0 Safari/535.8",200,0,0
2017-07-01,14:37:04,10.0.0.2,GET,/help.html,-,80,-,190.117.172.172,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.792.0 Safari/535.1",200,0,0
2017-07-01,17:14:20,10.0.0.1,POST,/products.html,-,80,-,128.201.251.171,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.792.0 Safari/535.1",200,0,0
2017-07-01,13:19:59,10.0.0.2,POST,/products.html,-,80,-,200.13.37.32,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.803.0 Safari/535.1",200,0,0
2017-07-01,4:25:23,10.0.0.1,GET,/login.html,-,80,-,169.114.212.246,"Mozilla/5.0 (Windows 8) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.112 Safari/534.30",200,0,0
2017-07-01,11:29:25,10.0.0.2,POST,/index.html,-,80,-,90.255.1.100,"Mozilla/5.0 (Windows; U; Windows NT 6.1; de-DE) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",200,0,0
2017-07-01,13:55:32,10.0.0.2,GET,/help.html,-,80,-,174.160.97.80,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.36 Safari/535.7",200,0,0
2017-07-01,20:50:21,10.0.0.2,POST,/help.html,-,80,-,128.128.121.45,Mozilla/5.0 (Windows NT 6.1; rv:21.0) Gecko/20100101 Firefox/21.0,200,0,0
2017-07-01,23:25:26,10.0.0.2,POST,/index.html,-,80,-,74.41.175.130,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_5; ar) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",200,0,0
2017-07-01,16:11:19,10.0.0.1,GET,/products.html,-,80,-,249.28.180.140,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.24 Safari/535.1",200,0,0
2017-07-01,19:58:26,10.0.0.2,POST,/index.html,-,80,-,243.200.10.9,Mozilla/5.0 (Windows NT 5.1; rv:14.0) Gecko/20120405 Firefox/14.0a1,200,0,0
2017-07-01,8:34:14,10.0.0.1,POST,/login.html,-,80,-,20.154.34.33,"Mozilla/5.0 (X11; CrOS i686 12.433.216) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.105 Safari/534.30",200,0,0
2017-07-01,18:38:41,10.0.0.2,POST,/login.html,-,80,-,54.212.227.198,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.790.0 Safari/535.1",200,0,0
2017-07-01,20:26:50,10.0.0.2,GET,/login.html,-,80,-,84.167.0.179,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_6) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.12 Safari/534.24",200,0,0
2017-07-01,14:45:50,10.0.0.2,GET,/products.html,-,80,-,61.25.70.200,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.65 Safari/535.11",200,0,0
2017-07-01,9:08:37,10.0.0.2,GET,/login.html,-,80,-,174.45.35.14,Mozilla/5.0 (Windows; U; Windows NT 5.1; rv:15.0) Gecko/20121011 Firefox/15.0.1,200,0,0
2017-07-01,10:43:31,10.0.0.1,POST,/products.html,-,80,-,90.255.1.100,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Ubuntu/10.10 Chromium/14.0.808.0 Chrome/14.0.808.0 Safari/535.1",200,0,0
2017-07-01,22:45:37,10.0.0.2,POST,/index.html,-,80,-,36.26.190.217,Mozilla/5.0 (Windows NT 5.1; rv:11.0) Gecko Firefox/11.0,200,0,0
2017-07-01,21:44:10,10.0.0.2,GET,/login.html,-,80,-,242.199.6.230,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_2; nb-no) AppleWebKit/533.16 (KHTML, like Gecko) Version/4.1 Safari/533.16",200,0,0
2017-07-01,3:43:16,10.0.0.1,GET,/products.html,-,80,-,175.109.32.20,Mozilla/5.0 (Windows NT 6.2; rv:9.0.1) Gecko/20100101 Firefox/9.0.1,200,0,0
2017-07-01,20:07:33,10.0.0.2,POST,/login.html,-,80,-,20.97.176.27,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; en-au) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",200,0,0
2017-07-01,10:30:47,10.0.0.2,POST,/login.html,-,80,-,127.227.2.232,Mozilla/5.0 (Windows NT 6.1; rv:14.0) Gecko/20100101 Firefox/18.0.1,200,0,0
2017-07-01,16:24:18,10.0.0.2,GET,/help.html,-,80,-,192.245.119.13,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.814.0 Safari/535.1",200,0,0
2017-07-01,13:12:55,10.0.0.2,GET,/help.html,-,80,-,214.86.74.2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.13+ (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2",200,0,0
2017-07-01,1:42:54,10.0.0.2,POST,/index.html,-,80,-,200.13.37.32,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1623.0 Safari/537.36",200,0,0
2017-07-01,0:17:54,10.0.0.1,POST,/index.html,-,80,-,197.157.45.207,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.17 Safari/537.36",200,0,0
2017-07-01,12:52:04,10.0.0.2,GET,/help.html,-,80,-,200.13.37.32,Mozilla/5.0 (X11; FreeBSD amd64) AppleWebKit/536.5 (KHTML like Gecko) Chrome/19.0.1084.56 Safari/1EA69,200,0,0
2017-07-01,1:41:26,10.0.0.2,POST,/help.html,-,80,-,81.158.1.21,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1623.0 Safari/537.36",200,0,0
2017-07-01,14:30:47,10.0.0.2,POST,/login.html,-,80,-,182.67.87.213,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11",200,0,0
2017-07-01,20:21:27,10.0.0.1,POST,/login.html,-,80,-,175.52.136.113,Mozilla/5.0 (Windows NT 6.2; rv:21.0) Gecko/20130326 Firefox/21.0,200,0,0
2017-07-01,8:17:24,10.0.0.1,POST,/index.html,-,80,-,154.62.69.128,"Mozilla/5.0 (Windows; U; Windows NT 6.1; ja-JP) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",200,0,0
2017-07-01,18:58:46,10.0.0.2,GET,/products.html,-,80,-,70.86.157.20,"Mozilla/5.0 (Windows NT) AppleWebKit/534.20 (KHTML, like Gecko) Chrome/11.0.672.2 Safari/534.20",200,0,0
2017-07-01,2:03:27,10.0.0.2,POST,/index.html,-,80,-,173.83.16.160,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.860.0 Safari/535.2",200,0,0
2017-07-01,12:25:09,10.0.0.1,POST,/login.html,-,80,-,105.163.132.213,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.20 Safari/535.1",200,0,0
2017-07-01,20:18:42,10.0.0.1,POST,/index.html,-,80,-,27.199.185.60,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.24 Safari/535.1",200,0,0
2017-07-01,8:27:03,10.0.0.2,GET,/help.html,-,80,-,45.79.205.133,"Mozilla/5.0 (X11; NetBSD) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.116 Safari/537.36",200,0,0
2017-07-01,14:41:37,10.0.0.1,GET,/products.html,-,80,-,41.27.65.162,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1",200,0,0
2017-07-01,10:00:00,10.0.0.2,GET,/products.html,-,80,-,189.3.181.97,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_4) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.112 Safari/534.30",200,0,0
2017-07-01,9:41:05,10.0.0.1,POST,/index.html,-,80,-,166.14.63.112,Mozilla/5.0 (Windows NT 5.1; rv:14.0) Gecko/20120405 Firefox/14.0a1,200,0,0
2017-07-01,15:13:34,10.0.0.2,GET,/help.html,-,80,-,134.217.221.20,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11",200,0,0
2017-07-01,11:41:45,10.0.0.1,POST,/help.html,-,80,-,105.141.13.34,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:21.0.0) Gecko/20121011 Firefox/21.0.0,200,0,0
2017-07-01,22:30:53,10.0.0.2,GET,/products.html,-,80,-,235.158.101.105,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.813.0 Safari/535.1",200,0,0
2017-07-01,5:01:31,10.0.0.1,POST,/index.html,-,80,-,210.13.37.33,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.11 (KHTML, like Gecko) Ubuntu/11.10 Chromium/17.0.963.65 Chrome/17.0.963.65 Safari/535.11",200,0,0
2017-07-01,17:13:06,10.0.0.2,POST,/login.html,-,80,-,158.66.132.192,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.65 Safari/535.11",200,0,0
2017-07-01,7:37:50,10.0.0.2,GET,/products.html,-,80,-,90.255.1.100,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:24.0) Gecko/20100101 Firefox/24.0,200,0,0
2017-07-01,17:22:48,10.0.0.1,GET,/products.html,-,80,-,200.13.37.1,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:16.0.1) Gecko/20121011 Firefox/21.0.1,200,0,0
2017-07-01,12:35:18,10.0.0.1,GET,/index.html,-,80,-,87.3.168.197,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/537.13 (KHTML, like Gecko) Chrome/24.0.1290.1 Safari/537.13",200,0,0
2017-07-01,1:23:03,10.0.0.2,POST,/products.html,-,80,-,87.77.104.204,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.860.0 Safari/535.2",200,0,0
2017-07-01,0:56:13,10.0.0.2,POST,/login.html,-,80,-,25.36.199.159,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_4; en-US) AppleWebKit/534.17 (KHTML, like Gecko) Chrome/11.0.655.0 Safari/534.17",200,0,0
2017-07-01,6:42:57,10.0.0.1,POST,/login.html,-,80,-,105.3.202.21,Mozilla/6.0 (Macintosh; I; Intel Mac OS X 11_7_9; de-LI; rv:1.9b4) Gecko/2012010317 Firefox/10.0a4,200,0,0
2017-07-01,9:30:10,10.0.0.1,GET,/index.html,-,80,-,216.198.0.44,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:16.0.1) Gecko/20121011 Firefox/16.0.1,200,0,0
2017-07-01,20:14:01,10.0.0.1,POST,/products.html,-,80,-,64.112.254.181,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.47 Safari/537.36",200,0,0
2017-07-01,1:45:59,10.0.0.2,POST,/help.html,-,80,-,159.46.138.140,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.20 Safari/535.1",200,0,0
2017-07-01,13:20:09,10.0.0.1,GET,/login.html,-,80,-,102.218.140.184,"Mozilla/5.0 (Windows; U; Windows NT 5.1; it-IT) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",200,0,0
2017-07-01,22:47:52,10.0.0.2,POST,/help.html,-,80,-,193.183.110.157,Mozilla/5.0 (Windows NT 6.1; rv:15.0) Gecko/20120716 Firefox/15.0a2,200,0,0
2017-07-01,11:11:44,10.0.0.1,GET,/login.html,-,80,-,50.178.138.60,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1063.0 Safari/536.3",200,0,0
2017-07-01,7:34:51,10.0.0.2,GET,/index.html,-,80,-,245.87.193.231,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/534.21 (KHTML, like Gecko) Chrome/11.0.682.0 Safari/534.21",200,0,0
2017-07-01,4:08:20,10.0.0.2,POST,/login.html,-,80,-,186.180.130.141,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; tr) AppleWebKit/528.4+ (KHTML, like Gecko) Version/4.0dp1 Safari/526.11.2",200,0,0
2017-07-01,19:03:49,10.0.0.1,POST,/login.html,-,80,-,22.61.58.116,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.861.0 Safari/535.2",200,0,0
2017-07-01,0:10:32,10.0.0.2,GET,/help.html,-,80,-,68.17.49.149,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; zh-cn) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",200,0,0
2017-07-01,10:36:24,10.0.0.1,GET,/index.html,-,80,-,58.150.26.184,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.872.0 Safari/535.2",200,0,0
2017-07-01,11:58:46,10.0.0.2,GET,/help.html,-,80,-,69.32.95.234,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:11.0) Gecko Firefox/11.0,200,0,0
2017-07-01,22:43:32,10.0.0.1,GET,/help.html,-,80,-,235.207.174.197,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11",200,0,0
2017-07-01,0:21:24,10.0.0.2,GET,/login.html,-,80,-,62.51.19.80,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:25.0) Gecko/20100101 Firefox/29.0,200,0,0
2017-07-01,7:10:58,10.0.0.1,POST,/index.html,-,80,-,165.65.180.29,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_6; en-gb) AppleWebKit/528.10+ (KHTML, like Gecko) Version/4.0dp1 Safari/526.11.2",200,0,0
2017-07-01,23:29:37,10.0.0.1,GET,/products.html,-,80,-,47.13.96.159,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:11.0) Gecko Firefox/11.0,200,0,0
2017-07-01,1:24:07,10.0.0.1,POST,/index.html,-,80,-,210.13.37.33,"Mozilla/5.0 ArchLinux (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1",200,0,0
2017-07-01,3:52:39,10.0.0.2,POST,/help.html,-,80,-,90.255.1.100,Mozilla/5.0 (Windows NT 6.1; de;rv:12.0) Gecko/20120403211507 Firefox/12.0,200,0,0
2017-07-01,12:23:01,10.0.0.2,POST,/products.html,-,80,-,210.207.8.102,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.9 Safari/536.5",200,0,0
2017-07-01,21:55:37,10.0.0.1,POST,/index.html,-,80,-,88.3.159.138,"Mozilla/5.0 (Windows NT 4.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2049.0 Safari/537.36",200,0,0
2017-07-01,18:19:08,10.0.0.2,POST,/products.html,-,80,-,234.34.165.47,Mozilla/5.0 (X11; NetBSD amd64; rv:16.0) Gecko/20121102 Firefox/16.0,200,0,0
2017-07-01,18:36:58,10.0.0.2,GET,/products.html,-,80,-,234.252.14.62,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.15 (KHTML, like Gecko) Chrome/24.0.1295.0 Safari/537.15",200,0,0
2017-07-01,1:17:42,10.0.0.1,GET,/index.html,-,80,-,169.161.188.242,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.9 Safari/536.5",200,0,0
